Rank,Title,Artist,Production
32,SHEESH,BABYMONSTER,YG Entertainment
33,Who,지민,BIGHIT MUSIC
34,밤양갱,비비(BIBI),Feel Ghood Music
35,Super Shy,NewJeans,ADOR
36,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트"
37,Attention,NewJeans,ADOR
38,Right Now,NewJeans,ADOR
39,I AM,IVE (아이브),스타쉽엔터테인먼트
40,헤어지자 말해요,박재정,로맨틱팩토리
41,Drama,aespa,SM Entertainment
42,Ditto,NewJeans,ADOR
43,Cosmic,레드벨벳(Red Velvet),SM Entertainment
44,To. X,태연 (TAEYEON),SM Entertainment
45,Girls Never Die,tripleS (트리플에스),모드하우스
46,인사,범진,JMG (더블엑스엔터테인먼트)
47,너의 모든 순간,성시경,SBS 콘텐츠허브
48,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
49,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),FNC엔터테인먼트
50,사랑은 늘 도망가,임영웅,모스트콘텐츠
51,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.
52,OMG,NewJeans,ADOR
53,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE
54,Spicy,aespa,SM Entertainment
55,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
56,Accendio,IVE (아이브),스타쉽엔터테인먼트
57,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment"
58,주저하는 연인들을 위해,잔나비,페포니 뮤직
59,사건의 지평선,윤하,C9엔터테인먼트
60,Love 119,RIIZE,SM Entertainment
61,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
62,MANIAC,VIVIZ (비비지),BIGPLANETMADE
63,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
64,봄눈,10cm,"BON FACTORY, Stone Music Entertainment"
65,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
67,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩
68,사막에서 꽃을 피우듯,우디(Woody),메이저나인
69,Get A Guitar,RIIZE,SM Entertainment
70,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
71,사랑인가 봐,멜로망스(Melomance),플렉스엠
72,Love Lee,AKMU (악뮤),YG Entertainment
73,취중고백,김민석,프로젝트 리본
74,MAESTRO,세븐틴,플레디스
75,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
76,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment"
77,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
78,내가 그댈,하동균,트라이어스
79,꿈,태연 (TAEYEON),모스트콘텐츠
80,Impossible,RIIZE,SM Entertainment
81,Siren,RIIZE,SM Entertainment
82,"踊り子 (무희, odoriko)",Vaundy,SDR
83,온기,임영웅,물고기뮤직
84,우리들의 블루스,임영웅,물고기뮤직
85,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
86,Dynamite,방탄소년단,BIGHIT MUSIC
87,Cruel Summer,Taylor Swift,Taylor Swift
88,모래 알갱이,임영웅,물고기뮤직
89,봄날,방탄소년단,BIGHIT MUSIC
90,XO (Only If You Say Yes),ENHYPEN,빌리프랩
91,Live My Life,aespa,SM Entertainment
92,사랑하지 않아서 그랬어,임한별,플렉스엠
93,고민중독 (Ballad Ver.),"허용별 (허각, 신용재, 임한별)",플렉스엠
94,Heaven,태연 (TAEYEON),SM Entertainment
95,Home,임영웅,물고기뮤직
96,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
97,심(心),DK,방구석 캐스팅
98,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
99,WAY 4 LUV,PLAVE,VLAST
100,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
101,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
102,다시 만날 수 있을까,임영웅,물고기뮤직
103,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
104,Stay,"The Kid LAROI, Justin Bieber",Columbia
105,Dangerously,Charlie Puth,Artist Partners
106,손오공,세븐틴,플레디스
107,FOREVER,BABYMONSTER,YG Entertainment
108,Balloon in Love,선미,어비스컴퍼니
109,After LIKE,IVE (아이브),스타쉽엔터테인먼트
110,ABCD,나연 (TWICE),JYP Entertainment
111,무지개,임영웅,물고기뮤직
112,Congratulations,DAY6,JYP Entertainment
113,사랑인걸,허각,도너츠컬쳐
114,New Jeans,NewJeans,ADOR
115,Kitsch,IVE (아이브),스타쉽엔터테인먼트
116,Be Mine,지민,BIGHIT MUSIC
117,Do or Die,임영웅,물고기뮤직
118,Baddie,IVE (아이브),스타쉽엔터테인먼트
119,T의 연애,탑현,레이벡스
120,London Boy,임영웅,물고기뮤직
121,Million Dollar Baby,Tommy Richman,PULSE Records
122,Slow Dance (feat. Sofia Carson),"지민, Sofia Carson",BIGHIT MUSIC
123,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니
124,Polaroid,임영웅,물고기뮤직
125,홀씨,아이유 (IU),EDAM엔터테인먼트
126,Beautiful Things,Benson Boone,Night Street Records/Warner Records
127,Discord,QWER,타마고 프로덕션
128,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
129,Rebirth (Intro),지민,BIGHIT MUSIC
130,Love me or Leave me,DAY6,JYP Entertainment
131,Blue Moon,엔플라잉 (N.Flying),FNC엔터테인먼트
132,숲,최유리,쇼파르엔터테인먼트
133,You & Me,제니 (JENNIE),YG Entertainment
134,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
135,애상,이무진,도너츠컬쳐
136,인생찬가,임영웅,물고기뮤직
137,사랑한다는 말의 뜻을 알아가자 (Meaning of Love),NCT 127,SM Entertainment
138,OST ( Feat.CHANMINA ),ASH ISLAND,MIDNIGHT RECORDS
139,꿈결같아서,민니 ((여자)아이들),"BON FACTORY, Stone Music Entertainment"
140,Interlude : Showtime,지민,BIGHIT MUSIC
141,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
142,Smeraldo Garden Marching Band (feat. 로꼬),"지민, 로꼬 (LOCO)",BIGHIT MUSIC
143,후라이의 꿈,AKMU (악뮤),YG Entertainment
144,청춘찬가,세븐틴,플레디스
145,물론,허각,니즈뮤직
146,해요 (2022),#안녕,일팔 프로젝트
147,Espresso,Sabrina Carpenter,Island Records
148,여행,볼빨간사춘기,쇼파르엔터테인먼트
149,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),Stone Music Entertainment
150,Shape of You,Ed Sheeran,Atlantic Records UK
151,희재,성시경,씨에스해피엔터테인먼트
152,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
153,우리 영화,PLAVE,VLAST
154,오래된 노래,스탠딩 에그(Standing Egg),BORN
155,연애편지,임영웅,물고기뮤직
156,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
157,하늘 여행,이찬원,티엔엔터테인먼트 블리스엔터사업부
158,산책,성시경,보이저뮤직
159,사랑..그게 뭔데,지아 (Zia),니즈뮤직
160,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
161,티라미수 케익 (Feat. 최유리) (원곡가수 위아더나잇),김성철,KBS미디어
162,yours,데이먼스 이어 (Damons Year),Akashic Records
163,Super Lady,(여자)아이들,큐브엔터테인먼트
164,Cheeky Icy Thang,STAYC(스테이씨),하이업엔터테인먼트
165,Next Level,aespa,SM Entertainment
166,그라데이션,10cm,매직스트로베리사운드
167,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
168,거리에서,성시경,제로원인터랙티브
169,From,PLAVE,VLAST
170,Rockstar,리사 (LISA),Lloud Co./RCA Records
171,2002,Anne-Marie,Atlantic Records UK
172,HAPPY,DAY6,JYP Entertainment
173,"Earth, Wind & Fire",BOYNEXTDOOR,KOZ 엔터테인먼트
174,Off My Face,Justin Bieber,RBMG/Def Jam
175,Paris In The Rain,Lauv,Lauv
176,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment
177,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
178,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
179,BETELGEUSE,Yuuri,Sony Music Labels Inc.
180,보금자리,임영웅,물고기뮤직
181,Watch Me Woo!,PLAVE,VLAST
182,...사랑했잖아,린 (LYn),Stone Music Entertainment
183,Popcorn,디오 (D.O.),COMPANY SOOSOO
184,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
185,밤하늘의 별을(2020),경서,꿈의엔진
186,Star,엔플라잉 (N.Flying),"BON FACTORY, Stone Music Entertainment"
187,밤새도록 어떤 말을 할까 고민해 봤어,경서,꿈의엔진
188,마지막처럼,BLACKPINK,YG Entertainment
189,멈춰줘,헤이즈 (Heize),소리날리
190,Cool With You,NewJeans,ADOR
191,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
192,Cookie,NewJeans,ADOR
193,어른,Sondia,Stone Music Entertainment
194,Blueming,아이유 (IU),Kakao Entertainment
195,Bye bye my blue,백예린,JYP Entertainment
196,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
197,I`m Not The Only One,Sam Smith,Capitol Records
198,나에게 그대만이,탑현,레이벡스
199,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
200,Pricey,NCT 127,SM Entertainment
1,Supernova,aespa,SM Entertainment
2,Small girl (feat. 도경수(D.O.)),이영지,MAINSTREAM
3,How Sweet,NewJeans,ADOR
4,Supernatural,NewJeans,ADOR
5,Sticky,KISS OF LIFE,S2 ENTERTAINMENT INC.
6,클락션 (Klaxon),(여자)아이들,큐브엔터테인먼트
7,소나기,이클립스,"BON FACTORY, Stone Music Entertainment"
8,Armageddon,aespa,SM Entertainment
9,Bubble Gum,NewJeans,ADOR
10,한 페이지가 될 수 있게,DAY6,JYP Entertainment
11,고민중독,QWER,타마고 프로덕션
12,Magnetic,아일릿(ILLIT),빌리프랩
13,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
14,해야 (HEYA),IVE (아이브),스타쉽엔터테인먼트
15,SPOT! (feat. JENNIE),지코 (ZICO),KOZ 엔터테인먼트
16,예뻤어,DAY6,JYP Entertainment
17,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
18,Welcome to the Show,DAY6,JYP Entertainment
19,천상연,이창섭,TOON STUDIO
20,Boom Boom Bass,RIIZE,SM Entertainment
21,에피소드,이무진,BIGPLANETMADE
22,Hype boy,NewJeans,ADOR
23,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리
24,Chk Chk Boom,Stray Kids (스트레이 키즈),JYP Entertainment
25,내가 S면 넌 나의 N이 되어줘,TWS (투어스),플레디스
26,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
27,Love wins all,아이유 (IU),EDAM엔터테인먼트
28,ETA,NewJeans,ADOR
29,Attention,NewJeans,ADOR
30,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트"
31,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
32,Super Shy,NewJeans,ADOR
33,I AM,IVE (아이브),스타쉽엔터테인먼트
34,오래된 노래,"허각, 임한별, 이무진, 이진성, 김희재, #안녕",도너츠컬쳐
35,SHEESH,BABYMONSTER,YG Entertainment
36,밤양갱,비비(BIBI),Feel Ghood Music
37,Ditto,NewJeans,ADOR
38,헤어지자 말해요,박재정,로맨틱팩토리
39,Drama,aespa,SM Entertainment
40,To. X,태연 (TAEYEON),SM Entertainment
41,Right Now,NewJeans,ADOR
42,삐그덕 (Walk),NCT 127,SM Entertainment
43,Girls Never Die,tripleS (트리플에스),모드하우스
44,Cosmic,레드벨벳(Red Velvet),SM Entertainment
45,너의 모든 순간,성시경,SBS 콘텐츠허브
46,인사,범진,JMG (더블엑스엔터테인먼트)
47,OMG,NewJeans,ADOR
48,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
49,사랑은 늘 도망가,임영웅,모스트콘텐츠
50,Spicy,aespa,SM Entertainment
51,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE
52,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),FNC엔터테인먼트
53,Accendio,IVE (아이브),스타쉽엔터테인먼트
54,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.
55,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
56,사건의 지평선,윤하,C9엔터테인먼트
57,주저하는 연인들을 위해,잔나비,페포니 뮤직
58,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
59,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment"
60,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
61,Who,지민,BIGHIT MUSIC
62,MANIAC,VIVIZ (비비지),BIGPLANETMADE
63,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
64,Love 119,RIIZE,SM Entertainment
65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
66,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩
67,Get A Guitar,RIIZE,SM Entertainment
68,사랑인가 봐,멜로망스(Melomance),플렉스엠
69,사막에서 꽃을 피우듯,우디(Woody),메이저나인
70,봄눈,10cm,"BON FACTORY, Stone Music Entertainment"
71,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
72,Love Lee,AKMU (악뮤),YG Entertainment
73,취중고백,김민석,프로젝트 리본
74,MAESTRO,세븐틴,플레디스
75,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
76,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
77,꿈,태연 (TAEYEON),모스트콘텐츠
78,Impossible,RIIZE,SM Entertainment
79,내가 그댈,하동균,트라이어스
80,Dynamite,방탄소년단,BIGHIT MUSIC
81,온기,임영웅,물고기뮤직
82,우리들의 블루스,임영웅,물고기뮤직
83,Cruel Summer,Taylor Swift,Taylor Swift
84,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
85,Siren,RIIZE,SM Entertainment
86,"踊り子 (무희, odoriko)",Vaundy,SDR
87,봄날,방탄소년단,BIGHIT MUSIC
88,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment"
89,Live My Life,aespa,SM Entertainment
90,모래 알갱이,임영웅,물고기뮤직
91,Home,임영웅,물고기뮤직
92,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
93,T의 연애,탑현,레이벡스
94,사랑하지 않아서 그랬어,임한별,플렉스엠
95,심(心),DK,방구석 캐스팅
96,WAY 4 LUV,PLAVE,VLAST
97,다시 만날 수 있을까,임영웅,물고기뮤직
98,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
99,Stay,"The Kid LAROI, Justin Bieber",Columbia
100,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
101,Dangerously,Charlie Puth,Artist Partners
102,FOREVER,BABYMONSTER,YG Entertainment
103,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
104,After LIKE,IVE (아이브),스타쉽엔터테인먼트
105,어린왕자,서은광,TOON STUDIO
106,고민중독 (Ballad Ver.),"허용별 (허각, 신용재, 임한별)",플렉스엠
107,손오공,세븐틴,플레디스
108,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
109,Congratulations,DAY6,JYP Entertainment
110,New Jeans,NewJeans,ADOR
111,무지개,임영웅,물고기뮤직
112,Balloon in Love,선미,어비스컴퍼니
113,Do or Die,임영웅,물고기뮤직
114,Kitsch,IVE (아이브),스타쉽엔터테인먼트
115,Baddie,IVE (아이브),스타쉽엔터테인먼트
116,London Boy,임영웅,물고기뮤직
117,Polaroid,임영웅,물고기뮤직
118,Beautiful Things,Benson Boone,Night Street Records/Warner Records
119,Heaven,태연 (TAEYEON),SM Entertainment
120,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
121,ABCD,나연 (TWICE),JYP Entertainment
122,Discord,QWER,타마고 프로덕션
123,Love me or Leave me,DAY6,JYP Entertainment
124,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니
125,Million Dollar Baby,Tommy Richman,PULSE Records
126,여행,볼빨간사춘기,쇼파르엔터테인먼트
127,숲,최유리,쇼파르엔터테인먼트
128,인생찬가,임영웅,물고기뮤직
129,You & Me,제니 (JENNIE),YG Entertainment
130,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
131,홀씨,아이유 (IU),EDAM엔터테인먼트
132,Shape of You,Ed Sheeran,Atlantic Records UK
133,후라이의 꿈,AKMU (악뮤),YG Entertainment
134,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
135,Espresso,Sabrina Carpenter,Island Records
136,청춘찬가,세븐틴,플레디스
137,Blue Moon,엔플라잉 (N.Flying),FNC엔터테인먼트
138,해요 (2022),#안녕,일팔 프로젝트
139,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
140,물론,허각,니즈뮤직
141,웃으며,신예영,TWTstudio
142,꿈결같아서,민니 ((여자)아이들),"BON FACTORY, Stone Music Entertainment"
143,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
144,연애편지,임영웅,물고기뮤직
145,우리 영화,PLAVE,VLAST
146,Next Level,aespa,SM Entertainment
147,희재,성시경,씨에스해피엔터테인먼트
148,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
149,그라데이션,10cm,매직스트로베리사운드
150,애상,이무진,도너츠컬쳐
151,2002,Anne-Marie,Atlantic Records UK
152,사랑..그게 뭔데,지아 (Zia),니즈뮤직
153,오래된 노래,스탠딩 에그(Standing Egg),BORN
154,yours,데이먼스 이어 (Damons Year),Akashic Records
155,Super Lady,(여자)아이들,큐브엔터테인먼트
156,사랑한다는 말의 뜻을 알아가자 (Meaning of Love),NCT 127,SM Entertainment
157,거리에서,성시경,제로원인터랙티브
158,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment
159,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
160,From,PLAVE,VLAST
161,HAPPY,DAY6,JYP Entertainment
162,Smeraldo Garden Marching Band (feat. 로꼬),"지민, 로꼬 (LOCO)",BIGHIT MUSIC
163,비행기,거북이,"오우엔터테인먼트, 김종학프로덕션, 지앤케이 문화산업전문회사"
164,"Earth, Wind & Fire",BOYNEXTDOOR,KOZ 엔터테인먼트
165,마지막처럼,BLACKPINK,YG Entertainment
166,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
167,티라미수 케익 (Feat. 최유리) (원곡가수 위아더나잇),김성철,KBS미디어
168,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
169,Off My Face,Justin Bieber,RBMG/Def Jam
170,BETELGEUSE,Yuuri,Sony Music Labels Inc.
171,Cookie,NewJeans,ADOR
172,OST ( Feat.CHANMINA ),ASH ISLAND,MIDNIGHT RECORDS
173,보금자리,임영웅,물고기뮤직
174,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),Stone Music Entertainment
175,Blueming,아이유 (IU),Kakao Entertainment
176,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
177,밤하늘의 별을(2020),경서,꿈의엔진
178,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
179,Paris In The Rain,Lauv,Lauv
180,Cool With You,NewJeans,ADOR
181,Watch Me Woo!,PLAVE,VLAST
182,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
183,어른,Sondia,Stone Music Entertainment
184,Weekend,태연 (TAEYEON),SM Entertainment
185,There`s Nothing Holdin` Me Back,Shawn Mendes,Island Records
186,산책,성시경,보이저뮤직
187,Cheeky Icy Thang,STAYC(스테이씨),하이업엔터테인먼트
188,나에게 그대만이,탑현,레이벡스
189,TOMBOY,(여자)아이들,큐브엔터테인먼트
190,Popcorn,디오 (D.O.),COMPANY SOOSOO
191,...사랑했잖아,린 (LYn),Stone Music Entertainment
192,신호등,이무진,쇼플레이
193,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
194,한여름밤의 꿀,"산이 (San E), 레이나","플레디스, 브랜뉴뮤직"
195,I`m Not The Only One,Sam Smith,Capitol Records
196,Rockstar,리사 (LISA),Lloud Co./RCA Records
197,Bye bye my blue,백예린,JYP Entertainment
198,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
199,사랑했나봐,YB (윤도현 밴드),와이더댄
200,Aoi Sangosho,Seiko Matsuda,Sony Music Direct (Japan) Inc.
1,삐그덕 (Walk),NCT 127,SM Entertainment
2,Supernova,aespa,SM Entertainment
3,How Sweet,NewJeans,ADOR
4,Small girl (feat. 도경수(D.O.)),이영지,MAINSTREAM
5,Sticky,KISS OF LIFE,S2 ENTERTAINMENT INC.
6,Supernatural,NewJeans,ADOR
7,클락션 (Klaxon),(여자)아이들,큐브엔터테인먼트
8,Armageddon,aespa,SM Entertainment
9,소나기,이클립스,"BON FACTORY, Stone Music Entertainment"
10,한 페이지가 될 수 있게,DAY6,JYP Entertainment
11,고민중독,QWER,타마고 프로덕션
12,Bubble Gum,NewJeans,ADOR
13,Magnetic,아일릿(ILLIT),빌리프랩
14,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
15,해야 (HEYA),IVE (아이브),스타쉽엔터테인먼트
16,Welcome to the Show,DAY6,JYP Entertainment
17,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
18,예뻤어,DAY6,JYP Entertainment
19,SPOT! (feat. JENNIE),지코 (ZICO),KOZ 엔터테인먼트
20,천상연,이창섭,TOON STUDIO
21,Boom Boom Bass,RIIZE,SM Entertainment
22,에피소드,이무진,BIGPLANETMADE
23,Chk Chk Boom,Stray Kids (스트레이 키즈),JYP Entertainment
24,Hype boy,NewJeans,ADOR
25,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리
26,내가 S면 넌 나의 N이 되어줘,TWS (투어스),플레디스
27,ETA,NewJeans,ADOR
28,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
29,Love wins all,아이유 (IU),EDAM엔터테인먼트
30,Attention,NewJeans,ADOR
31,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트"
32,I AM,IVE (아이브),스타쉽엔터테인먼트
33,Super Shy,NewJeans,ADOR
34,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
35,밤양갱,비비(BIBI),Feel Ghood Music
36,SHEESH,BABYMONSTER,YG Entertainment
37,Drama,aespa,SM Entertainment
38,Ditto,NewJeans,ADOR
39,오래된 노래,"허각, 임한별, 이무진, 이진성, 김희재, #안녕",도너츠컬쳐
40,헤어지자 말해요,박재정,로맨틱팩토리
41,To. X,태연 (TAEYEON),SM Entertainment
42,Girls Never Die,tripleS (트리플에스),모드하우스
43,너의 모든 순간,성시경,SBS 콘텐츠허브
44,Spicy,aespa,SM Entertainment
45,Right Now,NewJeans,ADOR
46,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
47,OMG,NewJeans,ADOR
48,인사,범진,JMG (더블엑스엔터테인먼트)
49,Cosmic,레드벨벳(Red Velvet),SM Entertainment
50,사랑은 늘 도망가,임영웅,모스트콘텐츠
51,Accendio,IVE (아이브),스타쉽엔터테인먼트
52,사건의 지평선,윤하,C9엔터테인먼트
53,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
54,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
55,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
56,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE
57,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.
58,주저하는 연인들을 위해,잔나비,페포니 뮤직
59,MANIAC,VIVIZ (비비지),BIGPLANETMADE
60,Love 119,RIIZE,SM Entertainment
61,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
62,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment"
63,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),FNC엔터테인먼트
64,Get A Guitar,RIIZE,SM Entertainment
65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
66,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩
67,Love Lee,AKMU (악뮤),YG Entertainment
68,사막에서 꽃을 피우듯,우디(Woody),메이저나인
69,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
70,사랑인가 봐,멜로망스(Melomance),플렉스엠
71,Who,지민,BIGHIT MUSIC
72,취중고백,김민석,프로젝트 리본
73,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
74,봄눈,10cm,"BON FACTORY, Stone Music Entertainment"
75,MAESTRO,세븐틴,플레디스
76,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
77,꿈,태연 (TAEYEON),모스트콘텐츠
78,Cruel Summer,Taylor Swift,Taylor Swift
79,Dynamite,방탄소년단,BIGHIT MUSIC
80,Impossible,RIIZE,SM Entertainment
81,온기,임영웅,물고기뮤직
82,우리들의 블루스,임영웅,물고기뮤직
83,Siren,RIIZE,SM Entertainment
84,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
85,내가 그댈,하동균,트라이어스
86,Live My Life,aespa,SM Entertainment
87,봄날,방탄소년단,BIGHIT MUSIC
88,모래 알갱이,임영웅,물고기뮤직
89,"踊り子 (무희, odoriko)",Vaundy,SDR
90,Home,임영웅,물고기뮤직
91,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
92,T의 연애,탑현,레이벡스
93,심(心),DK,방구석 캐스팅
94,After LIKE,IVE (아이브),스타쉽엔터테인먼트
95,다시 만날 수 있을까,임영웅,물고기뮤직
96,Stay,"The Kid LAROI, Justin Bieber",Columbia
97,WAY 4 LUV,PLAVE,VLAST
98,Dangerously,Charlie Puth,Artist Partners
99,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
100,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment"
101,FOREVER,BABYMONSTER,YG Entertainment
102,여행,볼빨간사춘기,쇼파르엔터테인먼트
103,Congratulations,DAY6,JYP Entertainment
104,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
105,사랑하지 않아서 그랬어,임한별,플렉스엠
106,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
107,무지개,임영웅,물고기뮤직
108,Kitsch,IVE (아이브),스타쉽엔터테인먼트
109,손오공,세븐틴,플레디스
110,Balloon in Love,선미,어비스컴퍼니
111,New Jeans,NewJeans,ADOR
112,Do or Die,임영웅,물고기뮤직
113,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
114,Baddie,IVE (아이브),스타쉽엔터테인먼트
115,London Boy,임영웅,물고기뮤직
116,고민중독 (Ballad Ver.),"허용별 (허각, 신용재, 임한별)",플렉스엠
117,Polaroid,임영웅,물고기뮤직
118,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
119,Discord,QWER,타마고 프로덕션
120,Beautiful Things,Benson Boone,Night Street Records/Warner Records
121,인생찬가,임영웅,물고기뮤직
122,Love me or Leave me,DAY6,JYP Entertainment
